Sample	Species	RelativeAbundance	Type	Sample_type	Sampling place specific details	Location	Sampling_day	Individual
SL336695	Micrococcus_luteus	2.271961144476778	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Minor/Unclassified	42.15674640029169	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Moraxella_osloensis	0.09700121767486015	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Xanthomonas_campestris	0.4769226535680625	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336696	Brevundimonas_diminuta	1.7474657084408922	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Chryseobacterium_taklimakanense	2.3909346868073977	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Cutibacterium_acnes	0.33056408201005183	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Dermacoccus_nishinomiyaensis	0.2944520394375252	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Gordonia_bronchialis	38.14642044338445	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Janibacter_indicus	3.468740265125886	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Micrococcus_luteus	1.267294592916087	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Minor/Unclassified	51.08921460275761	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Moraxella_osloensis	0.0912721955129795	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336696	Xanthomonas_campestris	1.173641383607117	Skin	Right palm	residence 3 right palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336697	Brevundimonas_diminuta	1.0544574793445018	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Chryseobacterium_taklimakanense	3.936107266480689	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Cutibacterium_acnes	0.13074135862492475	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Dermacoccus_nishinomiyaensis	0.2622578636448589	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Gordonia_bronchialis	39.359091735130754	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Janibacter_indicus	4.321871789063718	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Micrococcus_luteus	1.006140020722247	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Minor/Unclassified	47.6272338211875	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Moraxella_osloensis	0.07096895883197496	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336697	Xanthomonas_campestris	2.2311297069688245	Skin	Right palm	residence 3 right palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336698	Brevundimonas_diminuta	1.3000079130916449	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Chryseobacterium_taklimakanense	3.9861257126492657	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Cutibacterium_acnes	0.3796399920115456	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Dermacoccus_nishinomiyaensis	0.33630639490849074	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Gordonia_bronchialis	44.55899586635165	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Janibacter_indicus	2.6838569162305044	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Micrococcus_luteus	0.48929283337666696	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Minor/Unclassified	45.8576849308358	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Moraxella_osloensis	0.06349314010317164	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336698	Xanthomonas_campestris	0.34459630044124906	Skin	Left palm	residence 3 left palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336699	Brevundimonas_diminuta	1.3172333716121825	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Chryseobacterium_taklimakanense	4.426108140803473	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Cutibacterium_acnes	0.35973086329828735	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Dermacoccus_nishinomiyaensis	0.35646348062322536	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Gordonia_bronchialis	38.660628118457765	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Janibacter_indicus	3.869378009877059	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Micrococcus_luteus	1.0747298233142897	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Minor/Unclassified	49.24654952435674	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Moraxella_osloensis	0.06383350055425967	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336699	Xanthomonas_campestris	0.6253451671027161	Skin	Left palm	residence 3 left palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336700	Brevundimonas_diminuta	0.7343097744220861	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Chryseobacterium_taklimakanense	5.2249143809703416	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Cutibacterium_acnes	0.37949427149904896	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Dermacoccus_nishinomiyaensis	0.3157019829157732	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Gordonia_bronchialis	35.641729469476324	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Janibacter_indicus	6.833225072697599	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Micrococcus_luteus	3.495538032077743	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Minor/Unclassified	46.8794162772776	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Moraxella_osloensis	0.2614552557628417	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336700	Xanthomonas_campestris	0.23421548290064	Skin	Left palm	residence 3 left palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336701	Brevundimonas_diminuta	0.5548859114419291	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Chryseobacterium_taklimakanense	0.6504734930856723	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Cutibacterium_acnes	0.8073327145630548	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Dermacoccus_nishinomiyaensis	0.07102157316130117	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Gordonia_bronchialis	10.104180905233516	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Janibacter_indicus	41.76259677047797	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Micrococcus_luteus	2.4160717136272525	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Minor/Unclassified	42.774200147013694	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Moraxella_osloensis	0.18448403257242432	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336701	Xanthomonas_campestris	0.6747527388231831	Skin	Left palm	residence 3 left palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336702	Brevundimonas_diminuta	0.43293447146679176	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Chryseobacterium_taklimakanense	0.45218504135822263	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Cutibacterium_acnes	0.3430532895089139	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Dermacoccus_nishinomiyaensis	0.06385224238636572	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Gordonia_bronchialis	6.776336169177262	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Janibacter_indicus	48.84188164830971	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Micrococcus_luteus	1.7396007946960612	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Minor/Unclassified	40.657745880276366	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Moraxella_osloensis	0.1164523911037965	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336702	Xanthomonas_campestris	0.5759580717165069	Skin	Left palm	residence 3 left palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336703	Brevundimonas_diminuta	0.9862972593854912	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Chryseobacterium_taklimakanense	0.387827191850982	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Cutibacterium_acnes	0.7129195846093281	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Dermacoccus_nishinomiyaensis	0.0700372624790801	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Gordonia_bronchialis	7.056370370321195	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Janibacter_indicus	45.66363127605237	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Micrococcus_luteus	1.277001688196763	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Minor/Unclassified	42.58245642918834	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Moraxella_osloensis	0.10150424107157675	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336703	Xanthomonas_campestris	1.161954696844871	Skin	Left palm	residence 3 left palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336737	Brevundimonas_diminuta	0.43656534896797466	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Chryseobacterium_taklimakanense	0.34906274284342403	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Cutibacterium_acnes	2.1000625469892156	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Dermacoccus_nishinomiyaensis	0.27230052880636335	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Gordonia_bronchialis	37.10505367037105	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Janibacter_indicus	3.1101332440406617	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Micrococcus_luteus	8.901415836392239	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Minor/Unclassified	44.2139296567497	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Moraxella_osloensis	1.6195879480165023	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336737	Xanthomonas_campestris	1.8918884768228657	Skin	Right palm	residence 3 right palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336743	Brevundimonas_diminuta	0.35466359762770383	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Chryseobacterium_taklimakanense	0.13022349211840192	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Cutibacterium_acnes	1.3314229452795232	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Dermacoccus_nishinomiyaensis	0.25828490837787765	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Gordonia_bronchialis	19.434484112068706	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Janibacter_indicus	32.53026074634859	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Micrococcus_luteus	3.09476212176146	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Minor/Unclassified	39.37106876399112	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Moraxella_osloensis	3.1080672039702364	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336743	Xanthomonas_campestris	0.3867621084563777	Skin	Right palm	residence 3 right palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336745	Brevundimonas_diminuta	0.5385379520580079	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Chryseobacterium_taklimakanense	0.9250958685659032	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Cutibacterium_acnes	4.870189226157306	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Dermacoccus_nishinomiyaensis	0.2601281478038885	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Gordonia_bronchialis	40.5185382604233	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Janibacter_indicus	2.006136469261487	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Micrococcus_luteus	9.46901699753528	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Minor/Unclassified	38.34125905547711	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Moraxella_osloensis	2.942906166645008	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336745	Xanthomonas_campestris	0.12819185607270372	Skin	Left palm	residence 3 left palm day 2 night	Residence 3	Day 2 night	Subject_3
SL336751	Brevundimonas_diminuta	0.5304296230772705	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Chryseobacterium_taklimakanense	0.1546437509441367	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Cutibacterium_acnes	2.159406093244108	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Dermacoccus_nishinomiyaensis	0.24076459109731657	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Gordonia_bronchialis	25.06178742012798	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Janibacter_indicus	25.28791302573814	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Micrococcus_luteus	3.891945599038188	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Minor/Unclassified	37.98411825808531	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Moraxella_osloensis	4.188307188209076	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336751	Xanthomonas_campestris	0.5006844504384688	Skin	Left palm	residence 3 left palm day 8 night	Residence 3	Day 8 night	Subject_3
SL336768	Brevundimonas_diminuta	0.2599740881652744	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Chryseobacterium_taklimakanense	0.5557181463282724	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Cutibacterium_acnes	4.368728488812899	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Dermacoccus_nishinomiyaensis	0.18484003635187385	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Gordonia_bronchialis	36.70341218130069	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Janibacter_indicus	2.1153915271381116	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Micrococcus_luteus	9.051513891242177	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Minor/Unclassified	45.22316867166761	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Moraxella_osloensis	1.3758602335488088	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336768	Xanthomonas_campestris	0.16139273544427502	Skin	Left palm	residence 3 left palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336770	Brevundimonas_diminuta	0.3987926902676979	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Chryseobacterium_taklimakanense	1.3306813406476086	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Cutibacterium_acnes	4.219621338603246	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Dermacoccus_nishinomiyaensis	0.2237441366542869	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Gordonia_bronchialis	38.05439140459073	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Janibacter_indicus	2.049189637352778	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Micrococcus_luteus	5.662032777948141	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Minor/Unclassified	44.80987427169579	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Moraxella_osloensis	2.988176769225527	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336770	Xanthomonas_campestris	0.2634956330141856	Skin	Left palm	residence 3 left palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336771	Brevundimonas_diminuta	0.5458819504415892	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Chryseobacterium_taklimakanense	4.499352998143146	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Cutibacterium_acnes	5.742313921438248	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Dermacoccus_nishinomiyaensis	0.26721590548530655	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Gordonia_bronchialis	36.437654680347975	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Janibacter_indicus	2.5191686371023145	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Micrococcus_luteus	4.396991510342373	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Minor/Unclassified	42.47394748386633	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Moraxella_osloensis	2.842669565529286	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336771	Xanthomonas_campestris	0.27480334730342315	Skin	Left palm	residence 3 left palm day 4 night	Residence 3	Day 4 night	Subject_3
SL336772	Brevundimonas_diminuta	0.39523976931880234	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Chryseobacterium_taklimakanense	2.8975772490294784	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Cutibacterium_acnes	1.7772325736212609	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Dermacoccus_nishinomiyaensis	0.33704587444180983	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Gordonia_bronchialis	39.161648876887746	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Janibacter_indicus	2.9551727491005377	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Micrococcus_luteus	3.2340247286653554	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Minor/Unclassified	47.22023172838859	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Moraxella_osloensis	1.634814609809187	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336772	Xanthomonas_campestris	0.3870118407372224	Skin	Right palm	residence 3 right palm day 5 night	Residence 3	Day 5 night	Subject_3
SL336773	Brevundimonas_diminuta	0.23529322660984625	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Chryseobacterium_taklimakanense	0.2914656975547934	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Cutibacterium_acnes	1.9752512929135588	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Dermacoccus_nishinomiyaensis	0.5796494080431405	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Gordonia_bronchialis	19.25453450693825	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Janibacter_indicus	19.8683923186355	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Micrococcus_luteus	4.860875305950621	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Minor/Unclassified	46.041734252458014	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Moraxella_osloensis	6.333856347426102	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336773	Xanthomonas_campestris	0.5589476434701711	Skin	Right palm	residence 3 right palm day 6 night	Residence 3	Day 6 night	Subject_3
SL336774	Brevundimonas_diminuta	0.34350833929567204	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Chryseobacterium_taklimakanense	0.40690535860071136	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Cutibacterium_acnes	1.448557200284122	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Dermacoccus_nishinomiyaensis	0.26018654249476325	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Gordonia_bronchialis	14.257730878359231	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Janibacter_indicus	31.758542748351353	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Micrococcus_luteus	3.5208634415266	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Minor/Unclassified	42.337176400265484	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Moraxella_osloensis	4.834087412845271	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336774	Xanthomonas_campestris	0.8324416779767811	Skin	Right palm	residence 3 right palm day 7 night	Residence 3	Day 7 night	Subject_3
SL336776	Brevundimonas_diminuta	0.4204800802384006	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Chryseobacterium_taklimakanense	0.7930614357401639	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Cutibacterium_acnes	1.8476370498243175	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Dermacoccus_nishinomiyaensis	0.14835745950307483	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Gordonia_bronchialis	31.80443175717597	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Janibacter_indicus	1.720817943055167	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Micrococcus_luteus	6.675924943662742	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Minor/Unclassified	55.383302311676026	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Moraxella_osloensis	0.9173087988992936	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336776	Xanthomonas_campestris	0.2886782202248347	Skin	Right palm	residence 3 right palm day 1 night	Residence 3	Day 1 night	Subject_3
SL336778	Brevundimonas_diminuta	0.2925563115908024	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Chryseobacterium_taklimakanense	1.380073908962928	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Cutibacterium_acnes	2.643418582824965	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Dermacoccus_nishinomiyaensis	0.23697794462693572	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Gordonia_bronchialis	36.85417644298452	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Janibacter_indicus	2.848281323322384	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Micrococcus_luteus	5.47234279680901	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Minor/Unclassified	46.98146410136086	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Moraxella_osloensis	2.615849366494603	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336778	Xanthomonas_campestris	0.6748592210229939	Skin	Right palm	residence 3 right palm day 3 night	Residence 3	Day 3 night	Subject_3
SL336779	Brevundimonas_diminuta	0.7501884363593249	Skin	Right palm	residence 3 right palm day 4 night	Residence 3	Day 4 night	Subject_3
