Sample	Species	RelativeAbundance	Type	Sample_type	Sampling place specific details	Location	Sampling_day	Individual
SL336655	Chryseobacterium_taklimakanense	5.619200063497523	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Cutibacterium_acnes	5.277570161455681	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Dermacoccus_nishinomiyaensis	0.03968595183448312	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Gordonia_bronchialis	0.05026887232367862	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Janibacter_indicus	1.06953640193932	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Micrococcus_luteus	27.480868064053126	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Minor/Unclassified	43.49183461541005	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Moraxella_osloensis	7.685184572747657	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336655	Xanthomonas_campestris	2.8127418362689913	Skin	Left palm	residence 1 left palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336657	Brevundimonas_diminuta	3.943995744063452	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Chryseobacterium_taklimakanense	5.345311215360062	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Cutibacterium_acnes	2.9162837935870773	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Dermacoccus_nishinomiyaensis	0.02901774918992116	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Gordonia_bronchialis	0.1813609324370073	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Janibacter_indicus	0.8112879044348793	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Micrococcus_luteus	23.546694394738115	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Minor/Unclassified	59.065628476084534	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Moraxella_osloensis	3.8412245490158146	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336657	Xanthomonas_campestris	0.31919524108913283	Skin	Right palm	residence 1 right palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336658	Brevundimonas_diminuta	3.007115895318324	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Chryseobacterium_taklimakanense	2.139759441235418	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Cutibacterium_acnes	11.548291686039027	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Dermacoccus_nishinomiyaensis	0.113738747612931	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Gordonia_bronchialis	0.08642043409850879	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Janibacter_indicus	1.1050783168766762	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Micrococcus_luteus	35.66563434962713	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Minor/Unclassified	38.69717912145354	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Moraxella_osloensis	6.547989608533821	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336658	Xanthomonas_campestris	1.088792399204617	Skin	Left palm	residence 1 left palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336660	Brevundimonas_diminuta	4.155275138617427	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Chryseobacterium_taklimakanense	0.8646735675214987	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Cutibacterium_acnes	13.857806173765336	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Dermacoccus_nishinomiyaensis	0.03031179817853649	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Gordonia_bronchialis	0.05432504089140306	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Janibacter_indicus	1.116418956289993	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Micrococcus_luteus	40.56938941409656	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Minor/Unclassified	29.480192027209757	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Moraxella_osloensis	2.135210302862103	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336660	Xanthomonas_campestris	7.736397580567382	Skin	Left palm	residence 1 left palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336661	Brevundimonas_diminuta	2.107157548334019	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Chryseobacterium_taklimakanense	2.0840189222542165	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Cutibacterium_acnes	8.426830522418758	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Dermacoccus_nishinomiyaensis	0.04550596462361168	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Gordonia_bronchialis	0.053475935828877	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Janibacter_indicus	1.8580316742081449	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Micrococcus_luteus	30.36996092143151	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Minor/Unclassified	47.24007610037021	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Moraxella_osloensis	3.038615795968737	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336661	Xanthomonas_campestris	4.776326614561909	Skin	Right palm	residence 1 right palm day 8 day	Residence 1	Day 8 day	Subject_1
SL336663	Brevundimonas_diminuta	2.7922308141930414	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Chryseobacterium_taklimakanense	2.6959304721112294	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Cutibacterium_acnes	6.99542932704746	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Dermacoccus_nishinomiyaensis	0.0728241392857485	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Gordonia_bronchialis	0.07857341343988655	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Janibacter_indicus	2.74719483331896	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Micrococcus_luteus	43.89618727302345	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Minor/Unclassified	36.07190425542108	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Moraxella_osloensis	4.068090570232175	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336663	Xanthomonas_campestris	0.5816349019269651	Skin	Left palm	residence 1 left palm day 10 day	Residence 1	Day 10 day	Subject_1
SL336666	Brevundimonas_diminuta	1.6516188919654404	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Chryseobacterium_taklimakanense	0.9966836714454592	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Cutibacterium_acnes	7.060288949009465	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Dermacoccus_nishinomiyaensis	0.03530541164523218	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Gordonia_bronchialis	0.04145410693176138	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Janibacter_indicus	1.2692097141451726	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Micrococcus_luteus	29.125179502233365	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Minor/Unclassified	51.33426687717683	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Moraxella_osloensis	2.440635338733607	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336666	Xanthomonas_campestris	6.045357536713661	Skin	Right palm	residence 1 right palm day 7 day	Residence 1	Day 7 day	Subject_1
SL336670	Brevundimonas_diminuta	2.4646870134498866	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Chryseobacterium_taklimakanense	0.8133711005646326	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Cutibacterium_acnes	15.273405991483614	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Dermacoccus_nishinomiyaensis	0.05890187398000338	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Gordonia_bronchialis	0.07015700913541803	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Janibacter_indicus	1.0900598398019097	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Micrococcus_luteus	36.57562512896509	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Minor/Unclassified	39.69873754900673	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Moraxella_osloensis	2.791461104128759	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336670	Xanthomonas_campestris	1.163593389483952	Skin	Right palm	residence 1 right palm day 5 day	Residence 1	Day 5 day	Subject_1
SL336679	Brevundimonas_diminuta	0.521046819820201	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Chryseobacterium_taklimakanense	0.49114351689099006	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Cutibacterium_acnes	9.832789482206076	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Dermacoccus_nishinomiyaensis	0.5050011450776976	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Gordonia_bronchialis	0.1969241900216325	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Janibacter_indicus	2.840667908504645	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Micrococcus_luteus	35.90088440841785	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Minor/Unclassified	42.22813156869809	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Moraxella_osloensis	6.573621202462865	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336679	Xanthomonas_campestris	0.909789757899942	Skin	Left palm	residence 1 left palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336681	Brevundimonas_diminuta	10.299557417457155	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Chryseobacterium_taklimakanense	8.809483813683377	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Cutibacterium_acnes	9.732530673952766	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Dermacoccus_nishinomiyaensis	0.07336379873636	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Gordonia_bronchialis	0.24237479302152576	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Janibacter_indicus	0.41378553773264726	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Micrococcus_luteus	35.54973139936304	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Minor/Unclassified	29.271298642084073	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Moraxella_osloensis	5.2619670411420065	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336681	Xanthomonas_campestris	0.3459068828270431	Skin	Right palm	residence 1 right palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336683	Brevundimonas_diminuta	3.530022936684084	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Chryseobacterium_taklimakanense	2.1605475118684003	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Cutibacterium_acnes	10.308984269006254	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Dermacoccus_nishinomiyaensis	0.09763745196399706	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Gordonia_bronchialis	0.39866693569147493	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Janibacter_indicus	1.194841217383641	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Micrococcus_luteus	29.36243439621324	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Minor/Unclassified	22.27223919088469	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Moraxella_osloensis	3.059461440164013	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336683	Xanthomonas_campestris	27.61516465014019	Skin	Right palm	residence 1 right palm day 6 night	Residence 1	Day 6 night	Subject_1
SL336685	Brevundimonas_diminuta	0.4971963272569225	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Chryseobacterium_taklimakanense	0.3173013017539278	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Cutibacterium_acnes	14.795829865692674	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Dermacoccus_nishinomiyaensis	0.4163117816624016	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Gordonia_bronchialis	0.17365814487883885	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Janibacter_indicus	2.9447821671990755	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Micrococcus_luteus	40.03434182393676	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Minor/Unclassified	35.18555694369461	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Moraxella_osloensis	4.479249703260914	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336685	Xanthomonas_campestris	1.155771940663877	Skin	Right palm	residence 1 right palm day 8 night	Residence 1	Day 8 night	Subject_1
SL336687	Brevundimonas_diminuta	5.148126110044267	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Chryseobacterium_taklimakanense	4.2252679883518605	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Cutibacterium_acnes	11.018738899557334	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Dermacoccus_nishinomiyaensis	0.06119330322126958	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Gordonia_bronchialis	0.08767659282900134	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Janibacter_indicus	0.5171566638718345	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Micrococcus_luteus	43.05055941723239	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Minor/Unclassified	32.09729622517332	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Moraxella_osloensis	3.4848628278293168	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336687	Xanthomonas_campestris	0.3091219718893968	Skin	Left palm	residence 1 left palm day 9 night	Residence 1	Day 9 night	Subject_1
SL336688	Brevundimonas_diminuta	2.0907408333750186	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Chryseobacterium_taklimakanense	3.919163623630634	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Cutibacterium_acnes	0.14026311840328148	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Dermacoccus_nishinomiyaensis	0.35295883147416335	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Gordonia_bronchialis	38.28342754239408	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Janibacter_indicus	2.658396278325246	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Micrococcus_luteus	0.6502926316842579	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Minor/Unclassified	51.71867340303136	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Moraxella_osloensis	0.09004051823320494	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336688	Xanthomonas_campestris	0.09604321944875194	Skin	Left palm	Residence 3 left palm day 1 day	Residence 3	Day 1 day	Subject_3
SL336689	Brevundimonas_diminuta	1.1510324529351328	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Chryseobacterium_taklimakanense	8.244817135190951	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Cutibacterium_acnes	0.5399809963769515	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Dermacoccus_nishinomiyaensis	0.3738924209534257	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Gordonia_bronchialis	40.02361290289355	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Janibacter_indicus	2.452832132088055	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Micrococcus_luteus	1.3898652493774897	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Minor/Unclassified	45.59517647876769	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Moraxella_osloensis	0.133128362006144	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336689	Xanthomonas_campestris	0.09566186941060444	Skin	Left palm	residence 3 left palm day 2 day	Residence 3	Day 2 day	Subject_3
SL336690	Brevundimonas_diminuta	0.5401894976615698	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Chryseobacterium_taklimakanense	1.6522645212881963	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Cutibacterium_acnes	0.4745680568008336	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Dermacoccus_nishinomiyaensis	0.27431119296290013	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Gordonia_bronchialis	38.09465190103472	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Janibacter_indicus	7.680616473211041	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Micrococcus_luteus	1.021154917973199	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Minor/Unclassified	49.08590399108245	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Moraxella_osloensis	0.04710785857949451	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336690	Xanthomonas_campestris	1.1292315894055782	Skin	Right palm	residence 3 right palm day 3 day	Residence 3	Day 3 day	Subject_3
SL336691	Brevundimonas_diminuta	0.46752844031955726	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Chryseobacterium_taklimakanense	0.4577220047799747	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Cutibacterium_acnes	0.4958213320452448	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Dermacoccus_nishinomiyaensis	0.05791097744321047	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Gordonia_bronchialis	8.42849882687202	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Janibacter_indicus	41.176560233711214	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Micrococcus_luteus	2.729237026185171	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Minor/Unclassified	43.944890482655524	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Moraxella_osloensis	0.2172655549614269	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336691	Xanthomonas_campestris	2.0245651210266544	Skin	Right palm	residence 3 right palm day 6 day	Residence 3	Day 6 day	Subject_3
SL336692	Brevundimonas_diminuta	2.484796234592353	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Chryseobacterium_taklimakanense	19.223734184588857	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Cutibacterium_acnes	0.1705617820444113	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Dermacoccus_nishinomiyaensis	0.20027028916280265	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Gordonia_bronchialis	33.84323228557448	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Janibacter_indicus	1.7861220495374792	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Micrococcus_luteus	0.522986229233171	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Minor/Unclassified	40.15238716592492	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Moraxella_osloensis	0.05172775357084605	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336692	Xanthomonas_campestris	1.5641820257706736	Skin	Right palm	residence 3 right palm day 4 day	Residence 3	Day 4 day	Subject_3
SL336693	Brevundimonas_diminuta	1.394950212569212	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Chryseobacterium_taklimakanense	12.210794982539628	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Cutibacterium_acnes	0.2531659844153501	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Dermacoccus_nishinomiyaensis	0.35785303216542436	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Gordonia_bronchialis	25.322236882167868	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Janibacter_indicus	3.7882803131965823	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Micrococcus_luteus	1.6789396724441887	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Minor/Unclassified	54.414899015528256	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Moraxella_osloensis	0.08326097334521165	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336693	Xanthomonas_campestris	0.49561893162826887	Skin	Right palm	residence 3 right palm day 5 day	Residence 3	Day 5 day	Subject_3
SL336694	Brevundimonas_diminuta	0.3808162432949954	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Chryseobacterium_taklimakanense	0.29885442395109396	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Cutibacterium_acnes	0.2121364735959803	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Dermacoccus_nishinomiyaensis	0.05785540188981282	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Gordonia_bronchialis	5.773096065376604	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Janibacter_indicus	47.68119067459529	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Micrococcus_luteus	1.5185088421687696	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Minor/Unclassified	43.01692465962715	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Moraxella_osloensis	0.09264682599922729	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336694	Xanthomonas_campestris	0.9679703895010688	Skin	Right palm	residence 3 right palm day 7 day	Residence 3	Day 7 day	Subject_3
SL336695	Brevundimonas_diminuta	0.6096973699598924	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Chryseobacterium_taklimakanense	0.22728210843497823	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Cutibacterium_acnes	0.21481298027641907	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Dermacoccus_nishinomiyaensis	0.05168238636754518	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Gordonia_bronchialis	5.607323935910401	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
SL336695	Janibacter_indicus	48.28656980303937	Skin	Right palm	residence 3 right palm day 8 day	Residence 3	Day 8 day	Subject_3
